example_key,drug_set,condition_id_norm,source_label_binary,source_file,drug_labels,condition_label,mechanism_category,mechanism_confidence,needs_human_review,rationale_short,llm_model,prompt_version,classified_at_utc
CHEBI:48947|CHEBI:93248||NCBITaxon:727,"['CHEBI:48947', 'CHEBI:93248']",NCBITaxon:727,1,indications,"['Clavulanic acid', '(6R,7R)-7-[[2-(2-amino-4-thiazolyl)-2-(carboxymethoxyimino)-1-oxoethyl]amino]-3-ethenyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid']",Haemophilus influenzae,mechanistically_synergistic,0.95,False,"Clavulanic acid is a β-lactamase inhibitor that protects the companion β-lactam antibiotic from enzymatic degradation, enhancing activity against Haemophilus influenzae.",gpt-5-mini,v1,2026-02-21T21:23:28+00:00
CHEBI:32914|CHEBI:6456||NCIT:C78509,"['CHEBI:32914', 'CHEBI:6456']",NCIT:C78509,1,indications,"['Cetylpyridinium', 'Lidocaine']",Oral Pain,mechanistically_synergistic,0.8,False,Cetylpyridinium is an antiseptic that can reduce microbial/inflammatory drivers of oral pain while lidocaine provides topical local anesthesia; complementary mechanisms jointly address oral pain.,gpt-5-mini,v1,2026-02-21T21:23:26+00:00
CHEBI:145371|UNII:8L7891MRB6||UMLS:C0278987,"['CHEBI:145371', 'UNII:8L7891MRB6']",UMLS:C0278987,1,indications,"['Binimetinib', 'Encorafenib']",Metastatic non-small cell lung cancer,mechanistically_synergistic,0.95,False,Encorafenib is a BRAF inhibitor and binimetinib is a MEK inhibitor; combined BRAF+MEK blockade targets the same MAPK pathway in BRAF-mutant metastatic NSCLC and is used to enhance efficacy and limit resistance.,gpt-5-mini,v1,2026-02-21T21:23:25+00:00
CHEBI:31498|CHEBI:33130|CHEBI:6637||NCIT:C78213,"['CHEBI:31498', 'CHEBI:33130', 'CHEBI:6637']",NCIT:C78213,1,indications,"['algeldrate', 'Dimethicone', 'Magnesium hydroxide']",Meteorism,mechanistically_synergistic,0.9,False,"Dimethicone is an anti-foaming agent that reduces intestinal gas; algeldrate and magnesium hydroxide act as antacids/relief agents (magnesium hydroxide also can relieve constipation), so the combination addresses meteorism via complementary mechanisms to reduce gas and discomfort.",gpt-5-mini,v1,2026-02-21T21:23:28+00:00
CHEBI:31206|CHEBI:4470|CHEBI:52010|PUBCHEM.COMPOUND:4786||HP:0001742,"['CHEBI:31206', 'CHEBI:4470', 'CHEBI:52010', 'PUBCHEM.COMPOUND:4786']",HP:0001742,1,indications,"['Ammonium chloride', 'Phenylpropanolamine', 'Dextromethorphan', 'chlorphenamine']",Nasal congestion,mechanistically_synergistic,0.85,False,"Phenylpropanolamine (vasoconstrictive decongestant) plus chlorphenamine (antihistamine) target complementary mechanisms reducing nasal congestion; ammonium chloride (expectorant) and dextromethorphan (antitussive) address related upper respiratory symptoms, constituting multi-mechanism symptomatic therapy.",gpt-5-mini,v1,2026-02-21T21:23:30+00:00
CHEBI:51209|CHEBI:52010|CHEBI:5855||HP:0001742,"['CHEBI:51209', 'CHEBI:52010', 'CHEBI:5855']",HP:0001742,1,indications,"['Pseudoephedrine', 'chlorphenamine', 'Ibuprofen']",Nasal congestion,mechanistically_synergistic,0.9,False,Pseudoephedrine is a topical/systemic decongestant (vasoconstrictor); chlorphenamine is an antihistamine reducing allergic nasal symptoms; ibuprofen is an NSAID reducing inflammation/pain. Together they target complementary pathways to relieve nasal congestion and associated symptoms.,gpt-5-mini,v1,2026-02-21T21:23:28+00:00
CHEBI:49713|CHEBI:71255||MONDO:0004985,"['CHEBI:49713', 'CHEBI:71255']",MONDO:0004985,1,indications,"['Asenapine', 'Lithium cation']",bipolar disorder,mechanistically_synergistic,0.9,False,"Asenapine (atypical antipsychotic D2/5-HT2 antagonist) plus lithium (mood stabilizer with intracellular signaling/GSK3 effects) are used together in bipolar disorder to target complementary neurochemical and intracellular pathways, enhancing therapeutic control of mood/mania.",gpt-5-mini,v1,2026-02-21T21:23:26+00:00
CHEBI:46195|CHEBI:5551|CHEBI:6762|CHEBI:8093||HP:0001742,"['CHEBI:46195', 'CHEBI:5551', 'CHEBI:6762', 'CHEBI:8093']",HP:0001742,1,indications,"['Acetaminophen', 'Phenylephrine', 'Mepyramine', 'Guaifenesin']",Nasal congestion,mechanistically_synergistic,0.88,False,Phenylephrine (alpha agonist) provides direct decongestion; mepyramine (H1 antihistamine) reduces histamine-mediated nasal symptoms; guaifenesin thins secretions aiding drainage; acetaminophen treats systemic symptoms. Drugs act on complementary pathways to relieve nasal congestion and associated symptoms.,gpt-5-mini,v1,2026-02-21T21:23:31+00:00
CHEBI:116735|CHEBI:31264|UNII:877376V2XW||MONDO:0001039,"['CHEBI:116735', 'CHEBI:31264', 'UNII:877376V2XW']",MONDO:0001039,1,indications,"['benzethonium chloride', 'Tyrothricin', 'Benzocaine']",tonsillitis,mechanistically_synergistic,0.85,False,"Topical antimicrobials (benzethonium chloride, Tyrothricin) target the causative infection while benzocaine provides local analgesia; complementary mechanisms jointly address tonsillitis (infection control + symptom relief).",gpt-5-mini,v1,2026-02-21T21:23:28+00:00
CHEBI:135096|CHEBI:16914||UMLS:C0751371,"['CHEBI:135096', 'CHEBI:16914']",UMLS:C0751371,1,indications,"['Myrtecaine', 'Salicylic acid']","Neuralgia, Ilioinguinal",mechanistically_synergistic,0.6,True,Myrtecaine is a topical local anesthetic providing analgesia; salicylic acid is a topical keratolytic/counterirritant that can enhance penetration/reduce inflammation — complementary mechanisms likely act together to relieve neuralgic pain.,gpt-5-mini,v1,2026-02-21T21:23:30+00:00
CHEBI:6717|CHEBI:7789||HP:0100607,"['CHEBI:6717', 'CHEBI:7789']",HP:0100607,1,indications,"['Orphenadrine', 'Mefenamic acid']",Dysmenorrhea,mechanistically_synergistic,0.9,False,Mefenamic acid (NSAID) reduces prostaglandin-mediated uterine pain; orphenadrine is an anticholinergic/muscle relaxant providing additional analgesia by reducing pelvic/uterine muscle spasm—complementary mechanisms for dysmenorrhea.,gpt-5-mini,v1,2026-02-21T21:23:26+00:00
CHEBI:51209|CHEBI:5551|CHEBI:84116||HP:0001742,"['CHEBI:51209', 'CHEBI:5551', 'CHEBI:84116']",HP:0001742,1,indications,"['Pseudoephedrine', 'Guaifenesin', 'Triprolidine']",Nasal congestion,mechanistically_synergistic,0.93,False,"Pseudoephedrine (vasoconstrictor) reduces mucosal swelling, triprolidine (antihistamine) reduces histamine-mediated rhinorrhea and inflammation, and guaifenesin (expectorant) thins mucus—distinct but complementary mechanisms targeting nasal congestion symptoms.",gpt-5-mini,v1,2026-02-21T21:23:27+00:00
CHEBI:4470|CHEBI:8093|CHEBI:84116||HP:0001742,"['CHEBI:4470', 'CHEBI:8093', 'CHEBI:84116']",HP:0001742,1,indications,"['Dextromethorphan', 'Phenylephrine', 'Triprolidine']",Nasal congestion,mechanistically_synergistic,0.9,False,"Phenylephrine (alpha‑agonist) directly relieves nasal congestion via vasoconstriction; triprolidine (H1 antagonist) reduces histamine-mediated nasal symptoms; dextromethorphan is an antitussive. The combination targets multiple concurrent pathways/symptoms of upper respiratory disease, enhancing overall symptomatic relief.",gpt-5-mini,v1,2026-02-21T21:23:29+00:00
CHEBI:52010|CHEBI:8093||HP:0001742,"['CHEBI:52010', 'CHEBI:8093']",HP:0001742,1,indications,"['chlorphenamine', 'Phenylephrine']",Nasal congestion,mechanistically_synergistic,0.9,False,Chlorphenamine (H1 antihistamine) reduces histamine-mediated rhinorrhea/itching; phenylephrine (alpha-1 agonist) produces nasal vasoconstriction to reduce mucosal swelling—complementary mechanisms to relieve nasal congestion.,gpt-5-mini,v1,2026-02-21T21:23:28+00:00
CHEBI:135222|CHEBI:8093||MONDO:0004514,"['CHEBI:135222', 'CHEBI:8093']",MONDO:0004514,1,indications,"['Dimetindene', 'Phenylephrine']",chronic rhinitis,mechanistically_synergistic,0.9,False,Dimetindene (H1 antihistamine) reduces histamine-mediated rhinorrhea/sneezing while phenylephrine (α1 agonist) provides nasal vasoconstriction to relieve congestion; complementary mechanisms treating rhinitis symptoms.,gpt-5-mini,v1,2026-02-21T21:23:27+00:00
CHEBI:17698|CHEBI:3077|CHEBI:37943|CHEBI:63334||MONDO:0020283,"['CHEBI:17698', 'CHEBI:3077', 'CHEBI:37943', 'CHEBI:63334']",MONDO:0020283,1,indications,"['Betamethasone', 'Chloramphenicol', 'Colistin', 'Rolitetracycline']",uveitis,mechanistically_synergistic,0.87,False,"Betamethasone is an anti-inflammatory steroid while chloramphenicol, colistin and rolitetracycline are antibiotics; together they address both infection and resulting inflammation in infectious uveitis, acting on complementary disease mechanisms.",gpt-5-mini,v1,2026-02-21T21:23:29+00:00
CHEBI:16794|CHEBI:5855||UMLS:C0149875,"['CHEBI:16794', 'CHEBI:5855']",UMLS:C0149875,1,indications,"['Ibuprofen', 'Scopolamine']",Primary dysmenorrhea,mechanistically_synergistic,0.8,False,Ibuprofen (NSAID) reduces prostaglandin-mediated uterine pain/contractility; scopolamine is an antimuscarinic antispasmodic reducing smooth muscle spasms—together target complementary mechanisms of dysmenorrhea.,gpt-5-mini,v1,2026-02-21T21:23:27+00:00
CHEBI:132233|CHEBI:4469||MONDO:0005302,"['CHEBI:132233', 'CHEBI:4469']",MONDO:0005302,1,indications,"['Amphetamine', 'dexamfetamine']","attention deficit hyperactivity disorder, inattentive type",mechanistically_synergistic,0.85,False,"Both are amphetamine-class stimulants (amphetamine and dextroamphetamine) acting on monoaminergic neurotransmission and indicated for ADHD, targeting the same therapeutic pathway.",gpt-5-mini,v1,2026-02-21T21:23:29+00:00
CHEBI:28445|CHEBI:28748|CHEBI:4027|CHEBI:8382|PUBCHEM.COMPOUND:91820602|UNII:4F4X42SYQ6||MONDO:0018905,"['CHEBI:28445', 'CHEBI:28748', 'CHEBI:4027', 'CHEBI:8382', 'PUBCHEM.COMPOUND:91820602', 'UNII:4F4X42SYQ6']",MONDO:0018905,1,indications,"['Rituximab', 'Cyclophosphamide', 'Prednisone', 'Doxorubicin', 'vincristine', 'Hyaluronidase']",diffuse large B-cell lymphoma,mechanistically_synergistic,0.93,False,This is the R-CHOP regimen (rituximab + cyclophosphamide + doxorubicin + vincristine + prednisone) used to treat DLBCL; agents act on complementary cytotoxic and immunologic pathways. Hyaluronidase facilitates subcutaneous administration of rituximab.,gpt-5-mini,v1,2026-02-21T21:23:31+00:00
CHEBI:16914|CHEBI:30746|CHEBI:6650||CHEBI:15377,"['CHEBI:16914', 'CHEBI:30746', 'CHEBI:6650']",CHEBI:15377,1,indications,"['Malic acid', 'Benzoic acid', 'Salicylic acid']",Water,other,0.72,True,"Condition labeled 'Water' (CHEBI:15377) is not a disease; listed compounds are simple organic acids with no clear, specific therapeutic mechanism for treating 'water'. Insufficient/ambiguous information to map to synergy, side-effect relief, or comorbidity.",gpt-5-mini,v1,2026-02-21T21:23:30+00:00
CHEBI:48213|CHEBI:48220|CHEBI:6456||HP:0033050,"['CHEBI:48213', 'CHEBI:48220', 'CHEBI:6456']",HP:0033050,1,indications,"['Amylmetacresol', 'Dichlorobenzyl alcohol', 'Lidocaine']",Pharyngalgia,mechanistically_synergistic,0.92,False,Amylmetacresol and dichlorobenzyl alcohol are topical antiseptics and lidocaine is a local anesthetic; combined in lozenges they address pharyngalgia via complementary antimicrobial/antiseptic and analgesic mechanisms.,gpt-5-mini,v1,2026-02-21T21:23:28+00:00
CHEBI:16469|CHEBI:50815||MONDO:0005298,"['CHEBI:16469', 'CHEBI:50815']",MONDO:0005298,1,indications,"['Norgestimate', 'Estradiol']",osteoporosis,side_effect_relief,0.9,False,Estradiol treats/prevents postmenopausal osteoporosis; norgestimate (a progestin) is typically added to combined HRT to prevent estrogen-induced endometrial hyperplasia rather than directly treating bone loss.,gpt-5-mini,v1,2026-02-21T21:23:30+00:00
CHEBI:52010|CHEBI:5551||MONDO:0005492,"['CHEBI:52010', 'CHEBI:5551']",MONDO:0005492,1,indications,"['Guaifenesin', 'chlorphenamine']",urticaria,common_comorbidity,0.85,False,"Chlorphenamine is an antihistamine used to treat urticaria; guaifenesin is an expectorant for respiratory secretions and does not share a therapeutic mechanism for hives, suggesting co-occurrence of different symptom treatments rather than synergy.",gpt-5-mini,v1,2026-02-21T21:23:30+00:00
CHEBI:16469|CHEBI:50742||MONDO:0005298,"['CHEBI:16469', 'CHEBI:50742']",MONDO:0005298,1,indications,"['cyproterone', 'Estradiol']",osteoporosis,side_effect_relief,0.85,False,Estradiol is used to prevent/treat osteoporosis; cyproterone (a progestin/antiandrogen) is typically added in HRT to counter estrogen-induced endometrial effects rather than directly treating bone loss.,gpt-5-mini,v1,2026-02-21T21:23:31+00:00
CHEBI:90959|UNII:9810NUL4D1||MONDO:0003781,"['CHEBI:90959', 'UNII:9810NUL4D1']",MONDO:0003781,1,indications,"['Carmoterol', 'tiotropium bromide']",bronchitis,mechanistically_synergistic,0.9,False,Carmoterol is a long-acting β2-agonist and tiotropium is a long-acting muscarinic antagonist; they provide complementary bronchodilation via different pathways for bronchitis/COPD.,gpt-5-mini,v1,2026-02-21T21:23:29+00:00
CHEBI:15409|CHEBI:31832|CHEBI:36773|UNII:2R04ONI662||UMLS:C2609048,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",UMLS:C2609048,1,indications,"['Methyl salicylate', 'camphor', 'Levomenthol', 'Eucalyptus oil']",Ligament pain,mechanistically_synergistic,0.92,False,"These four topical agents are combined in rubs/liniments as counterirritants/analgesics (cooling/warming, sensory nerve modulation, mild vasodilation) to relieve musculoskeletal/ligament pain via complementary mechanisms.",gpt-5-mini,v1,2026-02-21T21:23:29+00:00
CHEBI:6456|CHEBI:6888||MONDO:0005578,"['CHEBI:6456', 'CHEBI:6888']",MONDO:0005578,1,indications,"['Methylprednisolone', 'Lidocaine']",arthritis,mechanistically_synergistic,0.85,False,Methylprednisolone is an anti-inflammatory corticosteroid treating arthritis pathology; lidocaine provides local anesthetic analgesia (often co-administered in joint injections) — complementary mechanisms addressing inflammation and immediate pain relief for the same disease indication.,gpt-5-mini,v1,2026-02-21T21:23:31+00:00
CHEBI:15409|CHEBI:31832|CHEBI:36773|UNII:2R04ONI662||HP:0032510,"['CHEBI:15409', 'CHEBI:31832', 'CHEBI:36773', 'UNII:2R04ONI662']",HP:0032510,1,indications,"['Methyl salicylate', 'Levomenthol', 'camphor', 'Eucalyptus oil']",Tendon pain,mechanistically_synergistic,0.9,False,"These are topical counterirritants/analgesics (methyl salicylate, menthol, camphor, eucalyptus oil) used together to provide enhanced local pain relief via complementary mechanisms (TRP receptor modulation, counterirritation, mild anti-inflammatory/vasodilatory effects) for tendon pain.",gpt-5-mini,v1,2026-02-21T21:23:30+00:00
CHEBI:135096|CHEBI:16914||UMLS:C2609048,"['CHEBI:135096', 'CHEBI:16914']",UMLS:C2609048,1,indications,"['Myrtecaine', 'Salicylic acid']",Ligament pain,mechanistically_synergistic,0.75,False,Myrtecaine is a local/topical anesthetic providing analgesia; salicylic acid has topical anti-inflammatory/counterirritant properties. Together they provide complementary analgesic and anti-inflammatory effects for ligament pain.,gpt-5-mini,v1,2026-02-21T21:23:32+00:00
CHEBI:135538|CHEBI:5088||MONDO:0006032,"['CHEBI:135538', 'CHEBI:5088']",MONDO:0006032,1,indications,"['Flavoxate', 'Propyphenazone']",cystitis,mechanistically_synergistic,0.85,False,Flavoxate is an antimuscarinic antispasmodic that reduces bladder spasms; propyphenazone is an analgesic. Together they provide complementary symptomatic relief for cystitis by targeting different symptoms/pathways of the same condition.,gpt-5-mini,v1,2026-02-21T21:23:33+00:00
CHEBI:31498|CHEBI:4514||HP:0011848,"['CHEBI:31498', 'CHEBI:4514']",HP:0011848,1,indications,"['Dimethicone', 'Dicyclomine']",Abdominal colic,mechanistically_synergistic,0.9,False,Dimethicone reduces intraluminal gas/foam while dicyclomine is an antispasmodic; together they target complementary mechanisms causing abdominal colic (gas and smooth muscle spasm).,gpt-5-mini,v1,2026-02-21T21:23:30+00:00
CHEBI:367163|CHEBI:72291||MONDO:0005109,"['CHEBI:367163', 'CHEBI:72291']",MONDO:0005109,1,indications,"['Cobicistat', 'Darunavir']",HIV infection,mechanistically_synergistic,0.92,False,Darunavir is an HIV protease inhibitor; cobicistat is a CYP3A pharmacokinetic booster that raises darunavir plasma levels and enhances its antiviral effect rather than treating a separate comorbidity or reducing side effects.,gpt-5-mini,v1,2026-02-21T21:23:32+00:00
CHEBI:15948|CHEBI:16709|CHEBI:17439|CHEBI:18145|CHEBI:18145|CHEBI:27363|CHEBI:27470|CHEBI:27568|UNII:J7WWH9M8QS||MONDO:0042976,"['CHEBI:15948', 'CHEBI:16709', 'CHEBI:17439', 'CHEBI:18145', 'CHEBI:18145', 'CHEBI:27363', 'CHEBI:27470', 'CHEBI:27568', 'UNII:J7WWH9M8QS']",MONDO:0042976,1,indications,"['Saw palmetto', 'Zinc', 'Pyridoxine', 'Vitamin E', 'Selenium', 'Cyanocobalamin', 'Folic acid', 'Vitamin E', 'Lycopene']",vitamin B deficiency,mechanistically_synergistic,0.75,False,"Pyridoxine (B6), cyanocobalamin (B12) and folic acid directly treat vitamin B deficiencies and act on related one‑carbon/homocysteine metabolic pathways; other listed supplements are ancillary.",gpt-5-mini,v1,2026-02-21T21:23:34+00:00
CHEBI:6923|PUBCHEM.COMPOUND:71586946||MONDO:0006608,"['CHEBI:6923', 'PUBCHEM.COMPOUND:71586946']",MONDO:0006608,1,indications,"['Miconazole', 'Unii-hpn8mzw13M']",seborrheic dermatitis,other,0.35,True,"Miconazole is an antifungal used for seborrheic dermatitis, but the second agent is only given as a UNII code (Unii-hpn8mzw13M) with no identifiable drug or mechanism. Cannot determine whether this represents synergistic therapy, side-effect mitigation, or comorbidity treatment.",gpt-5-mini,v1,2026-02-21T21:23:36+00:00
CHEBI:31355|CHEBI:45863|UNII:2S9ZZM9Q9V||MONDO:0056806,"['CHEBI:31355', 'CHEBI:45863', 'UNII:2S9ZZM9Q9V']",MONDO:0056806,1,indications,"['Bevacizumab', 'Carboplatin', 'Paclitaxel']",non-small cell squamous lung carcinoma,mechanistically_synergistic,0.7,True,"Bevacizumab (anti-VEGF) plus carboplatin (DNA crosslinker) and paclitaxel (microtubule inhibitor) combine anti-angiogenic and cytotoxic mechanisms to enhance anti-tumor effect. Note: bevacizumab is generally contraindicated in squamous NSCLC, so clinical appropriateness should be reviewed.",gpt-5-mini,v1,2026-02-21T21:23:35+00:00
CHEBI:28918|CHEBI:3215||NCIT:C92821,"['CHEBI:28918', 'CHEBI:3215']",NCIT:C92821,1,indications,"['Bupivacaine', 'Epinephrine']",Labor Pain,mechanistically_synergistic,0.9,False,"Epinephrine is commonly combined with bupivacaine to vasoconstrict local vessels, reducing systemic absorption and prolonging/intensifying the local anesthetic effect for labor pain.",gpt-5-mini,v1,2026-02-21T21:23:31+00:00
CHEBI:16469|CHEBI:6443||HP:0000786,"['CHEBI:16469', 'CHEBI:6443']",HP:0000786,1,indications,"['Estradiol', 'Levonorgestrel']",Primary amenorrhea,mechanistically_synergistic,0.92,False,Estradiol and levonorgestrel are combined estrogen–progestin therapy used to restore cyclic hormonal signaling and induce endometrial proliferation and withdrawal bleeding in primary amenorrhea; complementary hormonal mechanisms target the same disease process.,gpt-5-mini,v1,2026-02-21T21:23:32+00:00
CHEBI:3746|CHEBI:47519||MONDO:0007019,"['CHEBI:3746', 'CHEBI:47519']",MONDO:0007019,1,indications,"['Ketoconazole', 'Evoclin (TN)']",vulvovaginitis,other,0.25,True,"Ketoconazole is an antifungal used for vulvovaginitis, but the composition/therapeutic role of 'Evoclin (TN)' is unclear from provided data; cannot determine if combination is mechanistic synergy, side-effect relief, or due to comorbidity.",gpt-5-mini,v1,2026-02-21T21:23:34+00:00
CHEBI:36560|DRUGBANK:DB11321||UMLS:C0332686,"['CHEBI:36560', 'DRUGBANK:DB11321']",UMLS:C0332686,1,indications,"['Zinc oxide', 'Cod liver oil']",Epidermal burn of skin,other,0.3,True,"Zinc oxide is a topical protectant used in skin injuries; cod liver oil is a nutritional supplement (vitamins A/D, omega-3) with limited/uncertain evidence for treating epidermal burns. No clear mechanistic synergy or side-effect mitigation is established in this context.",gpt-5-mini,v1,2026-02-21T21:23:35+00:00
CHEBI:3215|CHEBI:6456|CHEBI:6888||UMLS:C0920235,"['CHEBI:3215', 'CHEBI:6456', 'CHEBI:6888']",UMLS:C0920235,1,indications,"['Bupivacaine', 'Methylprednisolone', 'Lidocaine']",Psoriatic plaque,side_effect_relief,0.75,False,Methylprednisolone is a corticosteroid used to treat psoriatic plaques; bupivacaine and lidocaine are local anesthetics used to provide local anesthesia/pain relief for injections or procedures rather than directly enhancing anti-psoriatic effects.,gpt-5-mini,v1,2026-02-21T21:23:36+00:00
CHEBI:16914|PUBCHEM.COMPOUND:6433489||UMLS:C0006107,"['CHEBI:16914', 'PUBCHEM.COMPOUND:6433489']",UMLS:C0006107,1,indications,"['Escin', 'Salicylic acid']",concussion,other,0.3,True,"Escin and salicylic acid both have reported anti-inflammatory/anti-edema effects that could theoretically affect concussion pathophysiology, but clinical evidence for this combination in concussion is limited; salicylates can increase bleeding risk in head injury, making the therapeutic rationale unclear.",gpt-5-mini,v1,2026-02-21T21:23:35+00:00
CHEBI:31498|CHEBI:4514||HP:0033589,"['CHEBI:31498', 'CHEBI:4514']",HP:0033589,1,indications,"['Dimethicone', 'Dicyclomine']",Flatulence,mechanistically_synergistic,0.9,False,Dimethicone is an anti-foaming agent that reduces gas bubbles; dicyclomine is an antispasmodic that reduces intestinal cramps—complementary mechanisms addressing flatulence symptoms.,gpt-5-mini,v1,2026-02-21T21:23:33+00:00
CHEBI:28918|CHEBI:3215||NCIT:C34887,"['CHEBI:28918', 'CHEBI:3215']",NCIT:C34887,1,indications,"['Bupivacaine', 'Epinephrine']",Post-Operative Pain,mechanistically_synergistic,0.95,False,"Epinephrine causes local vasoconstriction that reduces systemic absorption and prolongs/rescues the duration and intensity of bupivacaine local anesthetic action, enhancing postoperative analgesia via complementary mechanisms.",gpt-5-mini,v1,2026-02-21T21:23:34+00:00
CHEBI:31498|CHEBI:31498|CHEBI:81916||HP:0033589,"['CHEBI:31498', 'CHEBI:31498', 'CHEBI:81916']",HP:0033589,1,indications,"['Pancrelipase', 'Dimethicone', 'Dimethicone']",Flatulence,mechanistically_synergistic,0.9,False,Pancrelipase improves digestion to reduce gas production while dimethicone is an anti-foaming agent that relieves gas/bloating; complementary mechanisms addressing the same symptom (flatulence).,gpt-5-mini,v1,2026-02-21T21:23:33+00:00
CHEBI:17997|CHEBI:25805||HP:0012418,"['CHEBI:17997', 'CHEBI:25805']",HP:0012418,1,indications,"['Nitrogen', 'Oxygen']",Hypoxemia,other,0.35,True,"Oxygen is a direct treatment for hypoxemia; nitrogen is inert/respiratory gas that does not treat hypoxemia and could dilute oxygen. The pairing likely reflects ambient gas mixtures or a data artifact rather than a therapeutic, synergistic, or side-effect-relief combination.",gpt-5-mini,v1,2026-02-21T21:23:34+00:00
CHEBI:135636|CHEBI:16709|CHEBI:17439|CHEBI:18145|CHEBI:7916||MONDO:0020696,"['CHEBI:135636', 'CHEBI:16709', 'CHEBI:17439', 'CHEBI:18145', 'CHEBI:7916']",MONDO:0020696,1,indications,"['Fursultiamine', 'Pyridoxine', 'Vitamin E', 'pantothenic acid', 'Cyanocobalamin']",vitamin B12 deficiency,common_comorbidity,0.78,False,Cyanocobalamin specifically treats B12 deficiency; co-prescribed B vitamins and vitamin E likely reflect treatment of concurrent/multiple nutritional deficiencies or general supplementation rather than a targeted synergistic mechanism to correct B12 deficiency.,gpt-5-mini,v1,2026-02-21T21:20:10+00:00
CHEBI:66910|UNII:DPT0O3T46P||MONDO:0005086,"['CHEBI:66910', 'UNII:DPT0O3T46P']",MONDO:0005086,1,indications,"['Pembrolizumab', 'Axitinib']",renal cell carcinoma,mechanistically_synergistic,0.95,False,"Pembrolizumab (PD-1 immune checkpoint inhibitor) plus axitinib (VEGFR tyrosine kinase inhibitor) combine immunotherapy with anti-angiogenic therapy to target complementary pathways in renal cell carcinoma, producing synergistic therapeutic effects.",gpt-5-mini,v1,2026-02-21T21:23:33+00:00
CHEBI:18250|UNII:B1QE5P712K||MONDO:0006733,"['CHEBI:18250', 'UNII:B1QE5P712K']",MONDO:0006733,1,indications,"['hypromellose 2208 (100 MPA.S)', 'Chondroitin sulfate']",dry eye syndrome,mechanistically_synergistic,0.9,False,"Both are components of topical ocular lubricants: hypromellose provides viscosity/lubrication and chondroitin sulfate stabilizes the tear film and provides viscoelastic protection, complementary mechanisms improving dry eye.",gpt-5-mini,v1,2026-02-21T21:23:35+00:00
CHEBI:16997|CHEBI:17754||MONDO:0006733,"['CHEBI:16997', 'CHEBI:17754']",MONDO:0006733,1,indications,"['Propylene glycol', 'Glycerin']",dry eye syndrome,mechanistically_synergistic,0.9,False,"Both propylene glycol and glycerin are humectant/viscosity agents used in artificial tears that lubricate and retain moisture, jointly addressing tear film instability in dry eye.",gpt-5-mini,v1,2026-02-21T21:23:33+00:00
CHEBI:16199|CHEBI:46859||MONDO:0006733,"['CHEBI:16199', 'CHEBI:46859']",MONDO:0006733,1,indications,"['Urea', 'Polidocanol']",dry eye syndrome,other,0.25,True,"Urea is a topical humectant/moisturizer; polidocanol is a sclerosing/surfactant agent. There is no clear, well-established complementary mechanism for treating dry eye linking these two agents (possible off-label uses like punctal sclerosis are uncertain). Insufficient evidence to call this mechanistic synergy or side-effect relief.",gpt-5-mini,v1,2026-02-21T21:23:38+00:00
CHEBI:135207|CHEBI:32219||HP:0012735,"['CHEBI:135207', 'CHEBI:32219']",HP:0012735,1,indications,"['Thonzylamine hydrochloride', 'Clofedanol']",Cough,mechanistically_synergistic,0.75,False,Both agents are used as antitussives/antihistaminic cough remedies—Clofedanol is a centrally acting cough suppressant and thonzylamine is an antihistamine/antitussive reducing airway irritation—so they likely complementarily reduce cough symptoms.,gpt-5-mini,v1,2026-02-21T21:23:37+00:00
CHEBI:4470|CHEBI:4636|CHEBI:77032|PUBCHEM.COMPOUND:4786||HP:0012735,"['CHEBI:4470', 'CHEBI:4636', 'CHEBI:77032', 'PUBCHEM.COMPOUND:4786']",HP:0012735,1,indications,"['Bromhexine', 'Phenylpropanolamine', 'Dextromethorphan', 'Diphenhydramine']",Cough,mechanistically_synergistic,0.9,False,"Drugs have complementary actions for cough: bromhexine (mucolytic/expectorant), phenylpropanolamine (decongestant), dextromethorphan (antitussive), diphenhydramine (antihistamine/antitussive), addressing different mechanisms to relieve cough symptoms.",gpt-5-mini,v1,2026-02-21T21:23:35+00:00
CHEBI:4636|CHEBI:51209||HP:0012735,"['CHEBI:4636', 'CHEBI:51209']",HP:0012735,1,indications,"['Diphenhydramine', 'Pseudoephedrine']",Cough,mechanistically_synergistic,0.82,False,Diphenhydramine (antihistamine with antitussive/post‑nasal drip reduction) and pseudoephedrine (sympathomimetic decongestant reducing nasal congestion) act on complementary pathways contributing to cough and are commonly combined to relieve upper respiratory symptoms.,gpt-5-mini,v1,2026-02-21T21:23:35+00:00
CHEBI:4470|CHEBI:5551|PUBCHEM.COMPOUND:4786||HP:0012735,"['CHEBI:4470', 'CHEBI:5551', 'PUBCHEM.COMPOUND:4786']",HP:0012735,1,indications,"['Guaifenesin', 'Phenylpropanolamine', 'Dextromethorphan']",Cough,mechanistically_synergistic,0.92,False,"These drugs target complementary mechanisms for cough: guaifenesin (expectorant), dextromethorphan (antitussive), and phenylpropanolamine (decongestant reducing postnasal drip), acting together to relieve cough.",gpt-5-mini,v1,2026-02-21T21:23:37+00:00
